name, value
snp8139,6
snp8140,4
snp8141,114
snp8142,2
snp8143,1
snp8144,1
snp8145,3
snp8146,2
snp8147,8
snp8148,10
snp8149,5
snp8150,9
snp8151,1
snp8152,2
snp8153,114
snp8154,2
snp8155,2
snp8156,114
snp8157,1
snp8158,0
snp8159,1
snp8160,1
snp8161,1
snp8162,1
snp8163,1
snp8164,2
snp8165,1
snp8166,90
snp8167,1
snp8168,1
snp8169,1
snp8170,0
snp8171,2
snp8172,1
snp8173,0
snp8174,1
snp8175,0
snp8176,4
snp8177,1
snp8178,1
snp8179,114
snp8180,114
snp8181,2
snp8182,1
snp8183,1
snp8184,1
snp8185,1
snp8186,2
snp8187,22
snp8188,1
snp8189,5
snp8190,2
snp8191,1
snp8192,1
snp8193,8
snp8194,2
snp8195,1
snp8196,10
snp8197,1
snp8198,61
snp8199,1
snp8200,2
snp8201,8
snp8202,3
snp8203,113
snp8204,1
snp8205,1
snp8206,3
snp8207,103
snp8208,1
snp8209,95
snp8210,3
snp8211,1
snp8212,1
snp8213,114
snp8214,6
snp8215,1
snp8216,1
snp8217,1
snp8218,1
snp8219,1
snp8220,0
snp8221,114
snp8222,2
snp8223,8
snp8224,1
snp8225,2
snp8226,0
snp8227,114
snp8228,1
snp8229,1
snp8230,8
snp8231,1
snp8232,1
snp8233,1
snp8234,114
snp8235,1
snp8236,1
snp8237,24
snp8238,1
snp8239,114
snp8240,2
snp8241,0
snp8242,1
snp8243,0
snp8244,2
snp8245,10
snp8246,114
snp8247,6
snp8248,1
snp8249,2
snp8250,1
snp8251,1
snp8252,1
snp8253,0
snp8254,1
snp8255,114
snp8256,1
snp8257,10
snp8258,2
snp8259,1
snp8260,1
snp8261,114
snp8262,0
snp8263,0
snp8264,1
snp8265,0
snp8266,2
snp8267,1
snp8268,2
snp8269,1
snp8270,2
snp8271,1
snp8272,1
snp8273,4
snp8274,1
snp8275,0
snp8276,1
snp8277,1
snp8278,109
snp8279,2
snp8280,1
snp8281,1
snp8282,1
snp8283,1
snp8284,1
snp8285,6
snp8286,1
snp8287,1
snp8288,0
snp8289,1
snp8290,2
snp8291,16
snp8292,7
snp8293,114
snp8294,114
snp8295,114
snp8296,1
snp8297,1
snp8298,114
snp8299,6
snp8300,2
snp8301,1
snp8302,2
snp8303,114
snp8304,1
snp8305,1
snp8306,1
snp8307,0
snp8308,114
snp8309,1
snp8310,1
snp8311,1
snp8312,114
snp8313,114
snp8314,2
snp8315,114
snp8316,114
snp8317,2
snp8318,1
snp8319,2
snp8320,1
snp8321,1
snp8322,1
snp8323,114
snp8324,1
snp8325,0
snp8326,0
snp8327,1
snp8328,0
snp8329,1
snp8330,1
snp8331,0
snp8332,1
snp8333,1
snp8334,1
snp8335,1
snp8336,1
snp8337,1
snp8338,1
snp8339,1
snp8340,1
snp8341,1
snp8342,1
snp8343,1
snp8344,1
snp8345,1
snp8346,11
snp8347,1
snp8348,114
snp8349,1
snp8350,2
snp8351,1
snp8352,2
snp8353,114
snp8354,0
snp8355,1
snp8356,1
snp8357,10
snp8358,2
snp8359,1
snp8360,1
snp8361,1
snp8362,1
snp8363,1
snp8364,106
snp8365,1
snp8366,114
snp8367,2
snp8368,13
snp8369,2
snp8370,6
snp8371,0
snp8372,114
snp8373,0
snp8374,1
snp8375,0
snp8376,1
snp8377,114
snp8378,3
snp8379,4
snp8380,114
snp8381,114
snp8382,2
snp8383,0
snp8384,1
snp8385,114
snp8386,1
snp8387,113
snp8388,114
snp8389,0
snp8390,2
snp8391,0
snp8392,0
snp8393,0
snp8394,114
snp8395,114
snp8396,108
snp8397,24
snp8398,0
snp8399,114
snp8400,114
snp8401,0
snp8402,114
snp8403,5
snp8404,2
snp8405,114
snp8406,114
snp8407,3
snp8408,113
snp8409,114
snp8410,1
snp8411,0
snp8412,0
snp8413,114
snp8414,114
snp8415,114
snp8416,0
snp8417,1
snp8418,1
snp8419,93
snp8420,106
snp8421,10
snp8422,1
snp8423,26
snp8424,13
snp8425,114
snp8426,1
snp8427,27
snp8428,108
snp8429,1
snp8430,108
snp8431,26
snp8432,1
snp8433,9
snp8434,8
snp8435,22
snp8436,0
snp8437,25
snp8438,0
snp8439,26
snp8440,24
snp8441,114
snp8442,23
snp8443,26
snp8444,0
snp8445,0
snp8446,1
snp8447,1
snp8448,6
snp8449,6
snp8450,24
snp8451,26
snp8452,2
snp8453,0
snp8454,1
snp8455,2
snp8456,3
snp8457,113
snp8458,0
snp8459,2
snp8460,107
snp8461,1
snp8462,1
snp8463,1
snp8464,26
snp8465,26
snp8466,0
snp8467,113
snp8468,9
snp8469,26
snp8470,1
snp8471,1
snp8472,26
snp8473,0
snp8474,1
snp8475,6
snp8476,1
snp8477,26
snp8478,26
snp8479,1
snp8480,1
snp8481,1
snp8482,7
snp8483,1
snp8484,1
snp8485,1
snp8486,3
snp8487,1
snp8488,25
snp8489,21
snp8490,22
snp8491,1
snp8492,26
snp8493,7
snp8494,26
snp8495,25
snp8496,26
snp8497,24
snp8498,20
snp8499,7
snp8500,18
snp8501,18
snp8502,15
snp8503,0
snp8504,1
snp8505,5
snp8506,0
snp8507,26
snp8508,26
snp8509,1
snp8510,26
snp8511,1
snp8512,26
snp8513,26
snp8514,1
snp8515,0
snp8516,26
snp8517,26
snp8518,26
snp8519,1
snp8520,26
snp8521,12
snp8522,8
snp8523,10
snp8524,26
snp8525,2
snp8526,0
snp8527,1
snp8528,1
snp8529,0
snp8530,106
snp8531,26
snp8532,26
snp8533,26
snp8534,2
snp8535,4
snp8536,26
snp8537,27
snp8538,26
snp8539,2
snp8540,0
snp8541,1
snp8542,1
snp8543,114
snp8544,2
snp8545,1
snp8546,1
snp8547,1
snp8548,1
snp8549,1
snp8550,9
snp8551,114
snp8552,6
snp8553,1
snp8554,3
snp8555,25
snp8556,3
snp8557,26
snp8558,2
snp8559,114
snp8560,114
snp8561,114
snp8562,0
snp8563,1
snp8564,1
snp8565,6
snp8566,26
snp8567,5
snp8568,114
snp8569,8
snp8570,0
snp8571,1
snp8572,2
snp8573,114
snp8574,0
snp8575,5
snp8576,1
snp8577,1
snp8578,1
snp8579,114
snp8580,114
snp8581,26
snp8582,114
snp8583,7
snp8584,1
snp8585,113
snp8586,114
snp8587,114
snp8588,114
snp8589,106
snp8590,1
snp8591,114
snp8592,1
snp8593,0
snp8594,114
snp8595,1
snp8596,1
snp8597,1
snp8598,106
snp8599,1
snp8600,1
snp8601,0
snp8602,114
snp8603,106
snp8604,1
snp8605,1
snp8606,3
snp8607,114
snp8608,114
snp8609,114
snp8610,2
snp8611,106
snp8612,11
snp8613,114
snp8614,114
snp8615,0
snp8616,1
snp8617,2
snp8618,2
snp8619,0
snp8620,114
snp8621,8
snp8622,2
snp8623,114
snp8624,1
snp8625,1
snp8626,114
snp8627,2
snp8628,1
snp8629,114
snp8630,1
snp8631,24
snp8632,114
snp8633,114
snp8634,114
snp8635,114
snp8636,7
snp8637,0
snp8638,1
snp8639,16
snp8640,18
snp8641,25
snp8642,3
snp8643,1
snp8644,114
snp8645,0
snp8646,3
snp8647,3
snp8648,2
snp8649,24
snp8650,112
snp8651,2
snp8652,2
snp8653,24
snp8654,9
snp8655,107
snp8656,3
snp8657,1
snp8658,114
snp8659,1
snp8660,1
snp8661,5
snp8662,1
snp8663,1
snp8664,1
snp8665,9
snp8666,1
snp8667,2
snp8668,7
snp8669,107
snp8670,1
snp8671,3
snp8672,1
snp8673,1
snp8674,8
snp8675,5
snp8676,0
snp8677,1
snp8678,1
snp8679,5
snp8680,0
snp8681,1
snp8682,107
snp8683,0
snp8684,2
snp8685,1
snp8686,1
snp8687,12
snp8688,2
snp8689,107
snp8690,1
snp8691,0
snp8692,1
snp8693,1
snp8694,1
snp8695,1
snp8696,1
snp8697,1
snp8698,0
snp8699,0
snp8700,7
snp8701,2
snp8702,1
snp8703,11
snp8704,20
snp8705,39
snp8706,1
snp8707,9
snp8708,1
snp8709,0
snp8710,0
snp8711,14
snp8712,1
snp8713,38
snp8714,1
snp8715,0
snp8716,1
snp8717,2
snp8718,1
snp8719,1
snp8720,1
snp8721,2
snp8722,0
snp8723,1
snp8724,0
snp8725,1
snp8726,1
snp8727,1
snp8728,5
snp8729,7
snp8730,0
snp8731,1
snp8732,1
snp8733,1
snp8734,1
snp8735,1
snp8736,1
snp8737,1
snp8738,2
snp8739,2
snp8740,2
snp8741,1
snp8742,1
snp8743,1
snp8744,96
snp8745,1
snp8746,23
snp8747,1
snp8748,1
snp8749,1
snp8750,1
snp8751,5
snp8752,2
snp8753,1
snp8754,1
snp8755,5
snp8756,14
snp8757,1
snp8758,38
snp8759,2
snp8760,12
snp8761,1
snp8762,1
snp8763,0
snp8764,7
snp8765,7
snp8766,7
snp8767,7
snp8768,0
snp8769,1
snp8770,7
snp8771,0
snp8772,23
snp8773,2
snp8774,1
snp8775,1
snp8776,0
snp8777,38
snp8778,1
snp8779,14
snp8780,7
snp8781,2
snp8782,2
snp8783,23
snp8784,1
snp8785,1
snp8786,7
snp8787,1
snp8788,9
snp8789,7
snp8790,0
snp8791,1
snp8792,1
snp8793,6
snp8794,2
snp8795,14
snp8796,1
snp8797,1
snp8798,1
snp8799,1
snp8800,1
snp8801,0
snp8802,1
snp8803,1
snp8804,1
snp8805,1
snp8806,1
snp8807,1
snp8808,6
snp8809,1
snp8810,32
snp8811,1
snp8812,2
snp8813,23
snp8814,1
snp8815,2
snp8816,9
snp8817,1
snp8818,6
snp8819,5
snp8820,1
snp8821,3
snp8822,16
snp8823,1
snp8824,18
snp8825,0
snp8826,1
snp8827,1
snp8828,1
snp8829,7
snp8830,7
snp8831,6
snp8832,16
snp8833,1
snp8834,1
snp8835,18
snp8836,7
snp8837,1
snp8838,1
snp8839,1
snp8840,2
snp8841,3
snp8842,13
snp8843,5
snp8844,2
snp8845,1
snp8846,1
snp8847,2
snp8848,3
snp8849,9
snp8850,2
snp8851,17
snp8852,1
snp8853,3
snp8854,23
snp8855,21
snp8856,15
snp8857,18
snp8858,0
snp8859,1
snp8860,0
snp8861,1
snp8862,1
snp8863,38
snp8864,18
snp8865,12
snp8866,4
snp8867,1
snp8868,16
snp8869,1
snp8870,1
snp8871,2
snp8872,1
snp8873,4
snp8874,1
snp8875,7
snp8876,6
snp8877,0
snp8878,1
snp8879,1
snp8880,8
snp8881,1
snp8882,6
snp8883,18
snp8884,1
snp8885,1
snp8886,0
snp8887,1
snp8888,1
snp8889,0
snp8890,1
snp8891,2
snp8892,1
snp8893,18
snp8894,1
snp8895,0
snp8896,1
snp8897,20
snp8898,1
snp8899,0
snp8900,6
snp8901,18
snp8902,0
snp8903,18
snp8904,2
snp8905,4
snp8906,18
snp8907,0
snp8908,1
snp8909,1
snp8910,1
snp8911,1
snp8912,0
snp8913,1
snp8914,1
snp8915,2
snp8916,0
snp8917,1
snp8918,13
snp8919,1
snp8920,11
snp8921,1
snp8922,13
snp8923,1
snp8924,2
snp8925,0
snp8926,0
snp8927,1
snp8928,4
snp8929,2
snp8930,1
snp8931,18
snp8932,1
snp8933,1
snp8934,0
snp8935,18
snp8936,1
snp8937,1
snp8938,18
snp8939,18
snp8940,18
snp8941,2
snp8942,1
snp8943,8
snp8944,1
snp8945,18
snp8946,1
snp8947,1
snp8948,1
snp8949,18
snp8950,1
snp8951,1
snp8952,2
snp8953,1
snp8954,5
snp8955,6
snp8956,1
snp8957,1
snp8958,0
snp8959,15
snp8960,1
snp8961,1
snp8962,1
snp8963,1
snp8964,0
snp8965,1
snp8966,0
snp8967,1
snp8968,0
snp8969,1
snp8970,0
snp8971,1
snp8972,1
snp8973,0
snp8974,1
snp8975,1
snp8976,1
snp8977,1
snp8978,1
snp8979,0
snp8980,1
snp8981,1
snp8982,18
snp8983,1
snp8984,2
snp8985,5
snp8986,4
snp8987,6
snp8988,1
snp8989,17
snp8990,1
snp8991,1
snp8992,0
snp8993,0
snp8994,11
snp8995,1
snp8996,0
snp8997,11
snp8998,3
snp8999,2
snp9000,15
snp9001,1
snp9002,18
snp9003,18
snp9004,12
snp9005,6
snp9006,18
snp9007,1
snp9008,0
snp9009,3
snp9010,2
snp9011,1
snp9012,1
snp9013,0
snp9014,1
snp9015,13
snp9016,18
snp9017,18
snp9018,18
snp9019,0
snp9020,12
snp9021,0
snp9022,1
snp9023,3
snp9024,2
snp9025,11
snp9026,4
snp9027,4
snp9028,1
snp9029,18
snp9030,0
snp9031,1
snp9032,4
snp9033,1
snp9034,11
snp9035,2
snp9036,2
snp9037,3
snp9038,1
snp9039,2
snp9040,0
snp9041,2
snp9042,0
snp9043,13
snp9044,1
snp9045,14
snp9046,13
snp9047,1
snp9048,1
snp9049,11
snp9050,17
snp9051,28
snp9052,42
snp9053,1
snp9054,1
snp9055,13
snp9056,44
snp9057,1
snp9058,1
snp9059,1
snp9060,1
snp9061,1
snp9062,9
snp9063,2
snp9064,1
snp9065,5
snp9066,13
snp9067,0
snp9068,1
snp9069,1
snp9070,1
snp9071,0
snp9072,1
snp9073,1
snp9074,2
snp9075,1
snp9076,1
snp9077,1
snp9078,1
snp9079,0
snp9080,1
snp9081,1
snp9082,1
snp9083,0
snp9084,43
snp9085,54
snp9086,1
snp9087,0
snp9088,7
snp9089,2
snp9090,1
snp9091,3
snp9092,2
snp9093,1
snp9094,1
snp9095,0
snp9096,1
snp9097,1
snp9098,1
snp9099,1
snp9100,1
snp9101,2
snp9102,2
snp9103,1
snp9104,4
snp9105,4
snp9106,3
snp9107,1
snp9108,3
snp9109,1
snp9110,1
snp9111,0
snp9112,2
snp9113,7
snp9114,7
snp9115,7
snp9116,7
snp9117,1
snp9118,6
snp9119,1
snp9120,0
snp9121,1
snp9122,13
snp9123,1
snp9124,15
snp9125,47
snp9126,1
snp9127,1
snp9128,1
snp9129,114
snp9130,6
snp9131,1
snp9132,47
snp9133,13
snp9134,0
snp9135,1
snp9136,1
snp9137,1
snp9138,0
snp9139,5
snp9140,44
snp9141,1
snp9142,42
snp9143,1
snp9144,47
snp9145,1
snp9146,46
snp9147,29
snp9148,1
snp9149,0
snp9150,33
snp9151,1
snp9152,0
snp9153,2
snp9154,1
snp9155,1
snp9156,29
snp9157,1
snp9158,1
snp9159,1
snp9160,1
snp9161,1
snp9162,4
snp9163,1
snp9164,1
snp9165,114
snp9166,114
snp9167,46
snp9168,2
snp9169,1
snp9170,0
snp9171,1
snp9172,1
snp9173,1
snp9174,1
snp9175,1
snp9176,1
snp9177,2
snp9178,28
snp9179,1
snp9180,2
snp9181,1
snp9182,1
snp9183,1
snp9184,0
snp9185,0
snp9186,47
snp9187,1
snp9188,1
snp9189,1
snp9190,1
snp9191,1
snp9192,3
snp9193,1
snp9194,1
snp9195,2
snp9196,57
snp9197,1
snp9198,33
snp9199,1
snp9200,38
snp9201,1
snp9202,1
snp9203,1
snp9204,4
snp9205,1
snp9206,1
snp9207,9
snp9208,1
snp9209,2
snp9210,5
snp9211,1
snp9212,2
snp9213,3
snp9214,1
snp9215,42
snp9216,1
snp9217,1
snp9218,1
snp9219,1
snp9220,0
snp9221,1
snp9222,1
snp9223,30
snp9224,3
snp9225,1
snp9226,1
snp9227,0
snp9228,2
snp9229,1
snp9230,38
snp9231,9
snp9232,1
snp9233,43
snp9234,36
snp9235,0
snp9236,1
snp9237,5
snp9238,9
snp9239,0
snp9240,5
snp9241,30
snp9242,1
snp9243,2
snp9244,4
snp9245,1
snp9246,114
snp9247,0
snp9248,45
snp9249,0
snp9250,1
snp9251,9
snp9252,1
snp9253,1
snp9254,0
snp9255,1
snp9256,3
snp9257,10
snp9258,4
snp9259,0
snp9260,1
snp9261,9
snp9262,1
snp9263,2
snp9264,1
snp9265,14
snp9266,1
snp9267,0
snp9268,3
snp9269,1
snp9270,1
snp9271,0
snp9272,0
snp9273,1
snp9274,3
snp9275,2
snp9276,1
snp9277,3
snp9278,1
snp9279,1
snp9280,1
snp9281,0
snp9282,1
snp9283,1
snp9284,1
snp9285,0
snp9286,0
snp9287,0
snp9288,1
snp9289,1
snp9290,1
snp9291,1
snp9292,0
snp9293,1
snp9294,1
snp9295,0
snp9296,1
snp9297,3
snp9298,3
snp9299,1
snp9300,0
snp9301,1
snp9302,6
snp9303,36
snp9304,33
snp9305,3
snp9306,1
snp9307,0
snp9308,1
snp9309,0
snp9310,1
snp9311,36
snp9312,2
snp9313,2
snp9314,1
snp9315,9
snp9316,0
snp9317,1
snp9318,0
snp9319,1
snp9320,1
snp9321,28
snp9322,0
snp9323,3
snp9324,1
snp9325,1
snp9326,1
snp9327,1
snp9328,1
snp9329,1
snp9330,1
snp9331,28
snp9332,6
snp9333,4
snp9334,4
snp9335,1
snp9336,1
snp9337,35
snp9338,1
snp9339,3
snp9340,2
snp9341,34
snp9342,1
snp9343,0
snp9344,0
snp9345,114
snp9346,30
snp9347,30
snp9348,37
snp9349,35
snp9350,2
snp9351,1
snp9352,1
snp9353,37
snp9354,37
snp9355,35
snp9356,4
snp9357,1
snp9358,37
snp9359,0
snp9360,28
snp9361,25
snp9362,37
snp9363,5
snp9364,1
snp9365,2
snp9366,2
snp9367,2
snp9368,1
snp9369,3
snp9370,37
snp9371,4
snp9372,1
snp9373,1
snp9374,3
snp9375,35
snp9376,37
snp9377,1
snp9378,35
snp9379,0
snp9380,35
snp9381,36
snp9382,1
snp9383,0
snp9384,3
snp9385,1
snp9386,1
snp9387,2
snp9388,4
snp9389,9
snp9390,1
snp9391,6
snp9392,10
snp9393,32
snp9394,3
snp9395,0
snp9396,27
snp9397,1
snp9398,19
snp9399,3
snp9400,4
snp9401,1
snp9402,1
snp9403,1
snp9404,1
snp9405,4
snp9406,4
snp9407,4
snp9408,1
snp9409,0
snp9410,1
snp9411,0
snp9412,1
snp9413,3
snp9414,1
snp9415,4
snp9416,0
snp9417,8
snp9418,5
snp9419,1
snp9420,0
snp9421,1
snp9422,3
snp9423,1
snp9424,3
snp9425,1
snp9426,6
snp9427,1
snp9428,1
snp9429,1
snp9430,0
snp9431,3
snp9432,1
snp9433,1
snp9434,1
snp9435,0
snp9436,0
snp9437,5
snp9438,1
snp9439,1
snp9440,2
snp9441,1
snp9442,1
snp9443,1
snp9444,14
snp9445,0
snp9446,2
snp9447,4
snp9448,114
snp9449,1
snp9450,4
snp9451,3
snp9452,4
snp9453,1
snp9454,0
snp9455,3
snp9456,4
snp9457,4
snp9458,0
snp9459,4
snp9460,0
snp9461,6
snp9462,1
snp9463,0
snp9464,6
snp9465,1
snp9466,0
snp9467,0
snp9468,1
snp9469,1
snp9470,1
snp9471,12
snp9472,1
snp9473,1
snp9474,1
snp9475,2
snp9476,1
snp9477,1
snp9478,0
snp9479,1
snp9480,3
snp9481,1
snp9482,3
snp9483,0
snp9484,1
snp9485,0
snp9486,5
snp9487,1
snp9488,10
snp9489,114
snp9490,1
snp9491,0
snp9492,1
snp9493,1
snp9494,1
snp9495,1
snp9496,2
snp9497,1
snp9498,1
snp9499,2
snp9500,1
snp9501,1
snp9502,1
snp9503,1
snp9504,6
snp9505,8
snp9506,0
snp9507,6
snp9508,1
snp9509,2
snp9510,5
snp9511,3
snp9512,1
snp9513,12
snp9514,3
snp9515,1
snp9516,2
snp9517,11
snp9518,1
snp9519,1
snp9520,1
snp9521,12
snp9522,7
snp9523,0
snp9524,1
snp9525,12
snp9526,1
snp9527,2
snp9528,0
snp9529,3
snp9530,1
snp9531,1
snp9532,11
snp9533,3
snp9534,4
snp9535,1
snp9536,3
snp9537,3
snp9538,0
snp9539,0
snp9540,1
snp9541,1
snp9542,1
snp9543,1
snp9544,1
snp9545,1
snp9546,0
snp9547,34
snp9548,0
snp9549,1
snp9550,1
snp9551,1
snp9552,0
snp9553,14
snp9554,1
snp9555,2
snp9556,0
snp9557,0
snp9558,6
snp9559,10
snp9560,18
snp9561,12
snp9562,1
snp9563,1
snp9564,1
snp9565,1
snp9566,1
snp9567,3
snp9568,0
snp9569,1
snp9570,4
snp9571,1
snp9572,1
snp9573,3
snp9574,1
snp9575,1
snp9576,9
snp9577,1
snp9578,2
snp9579,8
snp9580,5
snp9581,4
snp9582,5
snp9583,1
snp9584,3
snp9585,7
snp9586,19
snp9587,1
snp9588,3
snp9589,4
snp9590,0
snp9591,18
snp9592,3
snp9593,1
snp9594,1
snp9595,0
snp9596,2
snp9597,1
snp9598,3
snp9599,1
snp9600,1
snp9601,1
snp9602,2
snp9603,1
snp9604,1
snp9605,1
snp9606,1
snp9607,1
snp9608,1
snp9609,3
snp9610,102
snp9611,1
snp9612,105
snp9613,2
snp9614,17
snp9615,4
snp9616,2
snp9617,1
snp9618,1
snp9619,0
snp9620,0
snp9621,5
snp9622,1
snp9623,3
snp9624,1
snp9625,1
snp9626,1
snp9627,1
snp9628,1
snp9629,1
snp9630,1
snp9631,1
snp9632,15
snp9633,1
snp9634,4
snp9635,2
snp9636,6
snp9637,2
snp9638,7
snp9639,10
snp9640,37
snp9641,3
snp9642,2
snp9643,3
snp9644,3
snp9645,1
snp9646,0
snp9647,2
snp9648,7
snp9649,1
snp9650,3
snp9651,6
snp9652,1
snp9653,3
snp9654,0
snp9655,1
snp9656,3
snp9657,3
snp9658,3
snp9659,3
snp9660,18
snp9661,2
snp9662,11
snp9663,12
snp9664,1
snp9665,0
snp9666,1
snp9667,1
snp9668,14
snp9669,1
snp9670,3
snp9671,1
snp9672,0
snp9673,3
snp9674,0
snp9675,104
snp9676,3
snp9677,0
snp9678,20
snp9679,1
snp9680,18
snp9681,1
snp9682,1
snp9683,3
snp9684,114
snp9685,0
snp9686,0
snp9687,1
snp9688,0
snp9689,3
snp9690,1
snp9691,15
snp9692,1
snp9693,4
snp9694,3
snp9695,1
snp9696,1
snp9697,3
snp9698,0
snp9699,1
snp9700,1
snp9701,0
snp9702,1
snp9703,2
snp9704,4
snp9705,3
snp9706,4
snp9707,7
snp9708,1
snp9709,2
snp9710,9
snp9711,1
snp9712,4
snp9713,1
snp9714,2
snp9715,9
snp9716,3
snp9717,12
snp9718,1
snp9719,2
snp9720,3
snp9721,1
snp9722,1
snp9723,1
snp9724,3
snp9725,1
snp9726,14
snp9727,0
snp9728,2
snp9729,6
snp9730,6
snp9731,1
snp9732,4
snp9733,2
snp9734,3
snp9735,1
snp9736,1
snp9737,1
snp9738,1
snp9739,1
snp9740,3
snp9741,1
snp9742,1
snp9743,0
snp9744,3
snp9745,3
snp9746,0
snp9747,1
snp9748,3
snp9749,1
snp9750,1
snp9751,0
snp9752,18
snp9753,1
snp9754,4
snp9755,18
snp9756,1
snp9757,3
snp9758,0
snp9759,0
snp9760,2
snp9761,3
snp9762,1
snp9763,3
snp9764,4
snp9765,3
snp9766,2
snp9767,1
snp9768,4
snp9769,18
snp9770,2
snp9771,18
snp9772,14
snp9773,18
snp9774,15
snp9775,7
snp9776,2
snp9777,18
snp9778,4
snp9779,12
snp9780,2
snp9781,3
snp9782,1
snp9783,3
snp9784,1
snp9785,1
snp9786,1
snp9787,2
snp9788,1
snp9789,1
snp9790,20
snp9791,1
snp9792,2
snp9793,2
snp9794,2
snp9795,3
snp9796,20
snp9797,3
snp9798,1
snp9799,1
snp9800,1
snp9801,1
snp9802,4
snp9803,1
snp9804,3
snp9805,2
snp9806,1
snp9807,3
snp9808,3
snp9809,3
snp9810,14
snp9811,1
snp9812,1
snp9813,10
snp9814,1
snp9815,20
snp9816,7
snp9817,1
snp9818,4
snp9819,1
snp9820,1
snp9821,1
snp9822,4
snp9823,2
snp9824,0
snp9825,2
snp9826,3
snp9827,4
snp9828,1
snp9829,12
snp9830,1
snp9831,1
snp9832,1
snp9833,4
snp9834,1
snp9835,12
snp9836,3
snp9837,1
snp9838,3
snp9839,9
snp9840,2
snp9841,0
snp9842,1
snp9843,2
snp9844,21
snp9845,1
snp9846,1
snp9847,1
snp9848,2
snp9849,3
snp9850,1
snp9851,1
snp9852,1
snp9853,1
snp9854,1
snp9855,3
snp9856,4
snp9857,1
snp9858,1
snp9859,1
snp9860,4
snp9861,1
snp9862,11
snp9863,0
snp9864,1
snp9865,0
snp9866,1
snp9867,8
snp9868,1
snp9869,0
snp9870,1
snp9871,1
snp9872,1
snp9873,8
snp9874,1
snp9875,1
snp9876,7
snp9877,1
snp9878,1
snp9879,1
snp9880,4
snp9881,1
snp9882,1
snp9883,1
snp9884,1
snp9885,3
snp9886,1
snp9887,1
snp9888,1
snp9889,2
snp9890,13
snp9891,0
snp9892,1
snp9893,0
snp9894,1
snp9895,1
snp9896,2
snp9897,1
snp9898,1
snp9899,1
snp9900,1
snp9901,1
snp9902,1
snp9903,0
snp9904,1
snp9905,1
snp9906,0
snp9907,1
snp9908,4
snp9909,1
snp9910,1
snp9911,1
snp9912,2
snp9913,1
snp9914,8
snp9915,1
snp9916,1
snp9917,5
snp9918,1
snp9919,1
snp9920,1
snp9921,9
snp9922,1
snp9923,15
snp9924,0
snp9925,3
snp9926,1
snp9927,1
snp9928,0
snp9929,1
snp9930,1
snp9931,0
snp9932,0
snp9933,0
snp9934,1
snp9935,1
snp9936,2
snp9937,1
snp9938,1
snp9939,25
snp9940,1
snp9941,2
snp9942,8
snp9943,3
snp9944,1
snp9945,1
snp9946,0
snp9947,1
snp9948,1
snp9949,1
snp9950,1
snp9951,16
snp9952,0
snp9953,1
snp9954,1
snp9955,1
snp9956,1
snp9957,1
snp9958,1
snp9959,2
snp9960,1
snp9961,1
snp9962,1
snp9963,0
snp9964,3
snp9965,1
snp9966,1
snp9967,5
snp9968,2
snp9969,1
snp9970,0
snp9971,1
snp9972,113
snp9973,1
snp9974,0
snp9975,1
snp9976,0
snp9977,1
snp9978,0
snp9979,1
snp9980,1
snp9981,1
snp9982,1
snp9983,1
snp9984,3
snp9985,1
snp9986,1
snp9987,1
snp9988,1
snp9989,1
snp9990,2
snp9991,0
snp9992,1
snp9993,2
snp9994,1
snp9995,0
snp9996,0
snp9997,3
snp9998,3
snp9999,1
snp10000,2
snp10001,4
snp10002,1
snp10003,1
snp10004,3
snp10005,1
snp10006,1
snp10007,1
snp10008,0
snp10009,8
snp10010,1
snp10011,0
snp10012,1
snp10013,1
snp10014,1
snp10015,2
snp10016,0
snp10017,1
snp10018,4
snp10019,0
snp10020,1
snp10021,2
snp10022,2
snp10023,1
snp10024,1
snp10025,1
snp10026,1
snp10027,2
snp10028,1
snp10029,1
snp10030,1
snp10031,2
snp10032,0
snp10033,2
snp10034,16
snp10035,1
snp10036,3
snp10037,1
snp10038,16
snp10039,1
snp10040,2
snp10041,0
snp10042,1
snp10043,1
snp10044,1
snp10045,1
snp10046,1
snp10047,25
snp10048,1
snp10049,0
snp10050,3
snp10051,1
snp10052,4
snp10053,0
snp10054,1
snp10055,1
snp10056,22
snp10057,1
snp10058,1
snp10059,0
snp10060,1
snp10061,1
snp10062,0
snp10063,3
snp10064,1
snp10065,1
snp10066,3
snp10067,1
snp10068,1
snp10069,1
snp10070,4
snp10071,14
snp10072,9
snp10073,0
snp10074,0
snp10075,1
snp10076,0
snp10077,0
snp10078,1
snp10079,31
snp10080,2
snp10081,0
snp10082,1
snp10083,3
snp10084,4
snp10085,1
snp10086,3
snp10087,1
snp10088,1
snp10089,3
snp10090,4
snp10091,1
snp10092,2
snp10093,9
snp10094,0
snp10095,0
snp10096,1
snp10097,0
snp10098,10
snp10099,1
snp10100,0
snp10101,1
snp10102,1
snp10103,31
snp10104,6
snp10105,1
snp10106,1
snp10107,1
snp10108,2
snp10109,2
snp10110,1
snp10111,2
snp10112,1
snp10113,2
snp10114,0
snp10115,3
snp10116,3
snp10117,1
snp10118,1
snp10119,1
snp10120,1
snp10121,1
snp10122,3
snp10123,0
snp10124,2
snp10125,4
snp10126,53
snp10127,1
snp10128,1
snp10129,1
snp10130,1
snp10131,0
snp10132,31
snp10133,2
snp10134,0
snp10135,1
snp10136,0
snp10137,31
